geoid_o,geoid_d,pop_flows
250250004021,250250107013,0
250250004021,250250107021,0
250250004021,250250203011,0
250250004021,250250509011,0
250250004021,250250704021,0
250250004021,250250707001,0
250250004021,250250907004,0
250250004021,250250909012,0
250250004021,250250915003,0
250250004021,250250922001,0
250250004022,250250002013,0
250250004022,250250002021,0
250250004022,250250002022,0
250250004022,250250003012,0
250250004022,250250003013,0
250250004022,250250003021,0
250250004022,250250003022,0
250250004022,250250004014,0
250250004022,250250004021,0
250250004022,250250004022,0
250250004022,250250004023,0
250250004022,250250005021,0
250250004022,250250005022,0
250250004022,250250005023,0
250250004022,250250005032,0
250250004022,250250006012,0
250250004022,250250007032,0
250250004022,250250007042,0
250250004022,250250007043,0
250250004022,250250007044,0
250250004022,250250101033,0
250250004022,250250102043,0
250250004022,250250103002,0
250250004022,250250106001,0
250250004022,250250107013,0
250250004022,250250107021,0
250250004022,250250203011,0
250250004022,250250304002,0
250250004022,250250704021,0
250250004022,250250707001,0
250250004022,250250810011,0
250250004023,250250002013,0
250250004023,250250002021,0
250250004023,250250002022,0
250250004023,250250003013,0
250250004023,250250003021,0
250250004023,250250003022,0
250250004023,250250004013,0
250250004023,250250004014,0
250250004023,250250004022,0
250250004023,250250004023,0
250250004023,250250005021,0
250250004023,250250005022,0
250250004023,250250005023,0
250250004023,250250005031,0
250250004023,250250006011,0
250250004023,250250006012,0
250250004023,250250006013,0
250250004023,250250006014,0
250250004023,250250007011,0
250250004023,250250007012,0
250250004023,250250007031,0
250250004023,250250007032,0
250250004023,250250007041,0
250250004023,250250007042,0
250250004023,250250007043,0
250250004023,250250007044,0
250250004023,250250101032,0
250250004023,250250101033,0
250250004023,250250101043,0
250250004023,250250102041,0
250250004023,250250102042,0
250250004023,250250102043,0
250250004023,250250103001,0
250250004023,250250103002,0
250250004023,250250105002,0
250250004023,250250106001,0
250250004023,250250106002,0
250250004023,250250107013,0
250250004023,250250107021,0
250250004023,250250201011,0
250250004023,250250201013,0
250250004023,250250202002,0
250250004023,250250203011,0
250250004023,250250301002,0
250250004023,250250401002,0
250250004023,250250403002,0
250250004023,250250406001,0
250250004023,250250408013,0
250250004023,250250603013,0
250250004023,250250711012,0
250250004023,250250808012,0
250250004023,250250809002,0
250250004023,250250810011,0
250250004023,250250814002,0
250250004023,250250906002,0
250250004023,250250907004,0
250250004023,250250921011,0
250250004023,250250922003,0
250250004023,250251005004,0
250250004023,250251007005,0
250250004023,250251104011,0
250250004023,250251104012,0
250250004023,250251201051,0
250250004023,250251202012,0
250250004023,250251207001,0
250250004023,250251302004,0
250250004023,250251304021,0
250250004023,250251304023,0
250250004023,250251401052,0
250250004023,250251403003,0
250250005021,250250002021,0
250250005021,250250004014,0
250250005021,250250004023,0
250250005021,250250005021,0
250250005021,250250005022,0
250250005021,250250005032,0
250250005021,250250006012,0
250250005021,250250007032,0
250250005021,250250007043,0
250250005021,250250101043,0
250250005021,250250102043,0
250250005021,250250103002,0
250250005021,250250105001,0
250250005021,250250106001,0
250250005021,250250106002,0
250250005021,250250107013,0
250250005021,250250107021,0
250250005021,250250203011,0
250250005021,250250604005,0
250250005021,250250707001,0
250250005021,250250711011,0
250250005021,250250711012,0
250250005022,250250002013,0
250250005022,250250002021,0
250250005022,250250002022,0
250250005022,250250003013,0
250250005022,250250003021,0
250250005022,250250003022,0
250250005022,250250004014,0
250250005022,250250004022,0
250250005022,250250004023,0
250250005022,250250005021,0
250250005022,250250005022,0
250250005022,250250005023,0
250250005022,250250005032,0
250250005022,250250006012,0
250250005022,250250007032,0
250250005022,250250007041,0
250250005022,250250007044,0
250250005022,250250101031,0
250250005022,250250101032,0
250250005022,250250101033,0
250250005022,250250101042,0
250250005022,250250101043,0
250250005022,250250102043,0
250250005022,250250103001,0
250250005022,250250103002,0
250250005022,250250104032,0
250250005022,250250104042,0
250250005022,250250104051,0
250250005022,250250106001,0
250250005022,250250106002,0
250250005022,250250107011,0
250250005022,250250107013,0
250250005022,250250107021,0
250250005022,250250203011,0
250250005022,250250304002,0
250250005022,250250704021,0
250250005022,250250707001,0
250250005022,250250711012,0
250250005022,250250806012,0
250250005022,250250810011,0
250250005022,250251006011,0
250250005023,250250002013,0
250250005023,250250002021,0
250250005023,250250003022,0
250250005023,250250004014,0
250250005023,250250004023,0
250250005023,250250005021,0
250250005023,250250005022,0
250250005023,250250005023,0
250250005023,250250005032,0
250250005023,250250006012,0
250250005023,250250007012,0
250250005023,250250007031,0
250250005023,250250007032,0
250250005023,250250007041,0
250250005023,250250007042,0
250250005023,250250007044,0
250250005023,250250101032,0
250250005023,250250101033,0
250250005023,250250101041,0
250250005023,250250101043,0
250250005023,250250102043,0
250250005023,250250103001,0
250250005023,250250103002,0
250250005023,250250104032,0
250250005023,250250104041,0
250250005023,250250105001,0
250250005023,250250106001,0
250250005023,250250106002,0
250250005023,250250107011,0
250250005023,250250107013,0
250250005023,250250107021,0
250250005023,250250203011,0
250250005023,250250406001,0
250250005023,250250604002,0
250250005023,250250706001,0
250250005023,250250707001,0
250250005023,250250711012,0
250250005023,250250712011,0
250250005023,250250809002,0
250250005023,250250810011,0
250250005023,250250907004,0
250250005023,250251106074,0
250250005023,250259812021,0
250250005031,250250004014,0
250250005031,250250005021,0
250250005031,250250005022,0
250250005031,250250005023,0
250250005031,250250005031,0
250250005031,250250005032,0
250250005031,250250006012,0
250250005031,250250007032,0
250250005031,250250007043,0
250250005031,250250007044,0
250250005031,250250101031,0
250250005031,250250101032,0
250250005031,250250101033,0
250250005031,250250101042,0
250250005031,250250102043,0
250250005031,250250103001,0
250250005031,250250103002,0
250250005031,250250104033,0
250250005031,250250104051,0
250250005031,250250105001,0
250250005031,250250106001,0
250250005031,250250106002,0
250250005031,250250107013,0
250250005031,250250107021,0
250250005031,250250203011,0
250250005031,250250711011,0
250250005031,250250810011,0
250250005031,250251106073,0
250250005031,250251204005,0
250250005031,250259812021,0
250250005032,250250002021,0
250250005032,250250003021,0
250250005032,250250003022,0
250250005032,250250004014,0
250250005032,250250004023,0
250250005032,250250005021,0
250250005032,250250005022,0
250250005032,250250005023,0
250250005032,250250005031,0
250250005032,250250005032,0
250250005032,250250006011,0
250250005032,250250006012,0
250250005032,250250007012,0
250250005032,250250007031,0
250250005032,250250007032,0
250250005032,250250007041,0
250250005032,250250007042,0
250250005032,250250007043,0
250250005032,250250007044,0
250250005032,250250101031,0
250250005032,250250101033,0
250250005032,250250101042,0
250250005032,250250101043,0
250250005032,250250102042,0
250250005032,250250102043,0
250250005032,250250103001,0
250250005032,250250103002,0
250250005032,250250104041,0
250250005032,250250104051,0
250250005032,250250104053,0
250250005032,250250106001,0
250250005032,250250106002,0
250250005032,250250107011,0
250250005032,250250107013,0
250250005032,250250107021,0
250250005032,250250202001,0
250250005032,250250202003,0
250250005032,250250203011,0
250250005032,250250203021,0
250250005032,250250406001,0
250250005032,250250704021,0
250250005032,250250707001,0
250250005032,250250711012,0
250250005032,250250712011,0
250250005032,250250810011,0
250250005032,250251201051,0
250250005032,250251203014,0
250250006011,250250002011,0
250250006011,250250002012,0
250250006011,250250002021,0
250250006011,250250003021,0
250250006011,250250004023,0
250250006011,250250006011,0
250250006011,250250006012,0
250250006011,250250006014,0
250250006011,250250007032,0
250250006011,250250007041,0
250250006011,250250101033,0
250250006011,250250101043,0
250250006011,250250106001,0
250250006011,250250107013,0
250250006011,250250203011,0
250250006011,250250404012,0
250250006011,250250406001,0
250250006011,250250810011,0
250250006012,250250002013,0
250250006012,250250002021,0
250250006012,250250002022,0
250250006012,250250003021,0
250250006012,250250004013,0
250250006012,250250004023,0
250250006012,250250005021,0
250250006012,250250006012,0
250250006012,250250006013,0
250250006012,250250006014,0
250250006012,250250007011,0
250250006012,250250007031,0
250250006012,250250007032,0
250250006012,250250007041,0
250250006012,250250007042,0
250250006012,250250101033,0
250250006012,250250101043,0
250250006012,250250103002,0
250250006012,250250104032,0
250250006012,250250106001,0
250250006012,250250107021,0
250250006012,250250203011,0
250250006012,250250408013,0
250250006012,250250707001,0
250250006012,250250711012,0
250250006012,250250806011,0
250250006012,250250810011,0
250250006013,250250002021,0
250250006013,250250002022,0
250250006013,250250003021,0
250250006013,250250004014,0
250250006013,250250004023,0
250250006013,250250005022,0
250250006013,250250006011,0
250250006013,250250006012,0
250250006013,250250006013,0
250250006013,250250006014,0
250250006013,250250007032,0
250250006013,250250007041,0
250250006013,250250007044,0
250250006013,250250101031,0
250250006013,250250101032,0
250250006013,250250101033,0
250250006013,250250101042,0
250250006013,250250101043,0
250250006013,250250103001,0
250250006013,250250103002,0
250250006013,250250104032,0
250250006013,250250106001,0
250250006013,250250107011,0
250250006013,250250107013,0
250250006013,250250107021,0
250250006013,250250202003,0
250250006013,250250203011,0
250250006013,250250302001,0
250250006013,250250404012,0
250250006013,250250406001,0
250250006013,250250502001,0
250250006013,250250503001,0
250250006013,250250506001,0
250250006013,250250506002,0
250250006013,250250707001,0
250250006013,250250810011,0
250250006013,250250909012,0
250250006014,250250002021,0
250250006014,250250003021,0
250250006014,250250004014,0
250250006014,250250004022,0
250250006014,250250004023,0
250250006014,250250005021,0
250250006014,250250005023,0
250250006014,250250006011,0
250250006014,250250006012,0
250250006014,250250006013,0
250250006014,250250006014,0
250250006014,250250007032,0
250250006014,250250007041,0
250250006014,250250101032,0
250250006014,250250101033,0
250250006014,250250101043,0
250250006014,250250103001,0
250250006014,250250103002,0
250250006014,250250104041,0
250250006014,250250104053,0
250250006014,250250106001,0
250250006014,250250106002,0
250250006014,250250107011,0
250250006014,250250107013,0
250250006014,250250107021,0
250250006014,250250203011,0
250250006014,250250404012,0
250250006014,250250406001,0
250250006014,250250604004,0
250250006014,250250704021,0
250250006014,250250707001,0
250250006014,250250712011,0
250250006014,250250810011,0
250250006014,250250904002,0
250250007011,250250005021,0
250250007011,250250006012,0
250250007011,250250006013,0
250250007011,250250006014,0
250250007011,250250007011,0
250250007011,250250007012,0
250250007011,250250007031,0
250250007011,250250007032,0
250250007011,250250007041,0
250250007011,250250007042,0
250250007011,250250007043,0
250250007011,250250007044,0
250250007011,250250101032,0
250250007011,250250101033,0
250250007011,250250102043,0
250250007011,250250103001,0
250250007011,250250103002,0
250250007011,250250104032,0
250250007011,250250104042,0
250250007011,250250104051,0
250250007011,250250104052,0
250250007011,250250105001,0
250250007011,250250106001,0
250250007011,250250106002,0
250250007011,250250107011,0
250250007011,250250107013,0
250250007011,250250107021,0
250250007011,250250202003,0
250250007011,250250203011,0
250250007011,250250406001,0
250250007011,250250809003,0
250250007011,250250810011,0
250250007011,250259812021,0
250250007012,250250005021,0
250250007012,250250006012,0
250250007012,250250007011,0
250250007012,250250007012,0
250250007012,250250007031,0
250250007012,250250007032,0
250250007012,250250007041,0
250250007012,250250007042,0
250250007012,250250007043,0
250250007012,250250007044,0
250250007012,250250101031,0
250250007012,250250101032,0
250250007012,250250101033,0
250250007012,250250101042,0
250250007012,250250101043,0
250250007012,250250103001,0
250250007012,250250104032,0
250250007012,250250104042,0
250250007012,250250104051,0
250250007012,250250105001,0
250250007012,250250106001,0
250250007012,250250107011,0
250250007012,250250107013,0
250250007012,250250107021,0
250250007012,250250203011,0
250250007012,250250707001,0
250250007012,250250711012,0
250250007012,250250712011,0
250250007012,250250806011,0
250250007012,250250809003,0
250250007012,250250810011,0
250250007012,250250907004,0
250250007012,250250910011,0
250250007012,250259812021,0
250250007013,250250004022,0
250250007013,250250006011,0
250250007013,250250006012,0
250250007013,250250007011,0
250250007013,250250007031,0
250250007013,250250007032,0
250250007013,250250007041,0
250250007013,250250007042,0
250250007013,250250007043,0
250250007013,250250007044,0
250250007013,250250101032,0
250250007013,250250101033,0
250250007013,250250101043,0
250250007013,250250103001,0
250250007013,250250104032,0
250250007013,250250106001,0
250250007013,250250107021,0
250250007013,250250707001,0
250250007014,250250003021,0
250250007014,250250005021,0
250250007014,250250005023,0
250250007014,250250006012,0
250250007014,250250007011,0
250250007014,250250007012,0
250250007014,250250007031,0
250250007014,250250007032,0
250250007014,250250007041,0
250250007014,250250007042,0
250250007014,250250007043,0
250250007014,250250007044,0
250250007014,250250101031,0
250250007014,250250101032,0
250250007014,250250101033,0
250250007014,250250101042,0
250250007014,250250101043,0
250250007014,250250102043,0
250250007014,250250103001,0
250250007014,250250104033,0
250250007014,250250104042,0
250250007014,250250104051,0
250250007014,250250105001,0
250250007014,250250106001,0
250250007014,250250106002,0
250250007014,250250107011,0
250250007014,250250107013,0
250250007014,250250107021,0
250250007014,250250201014,0
250250007014,250250203011,0
250250007014,250250707001,0
250250007014,250250711011,0
250250007014,250250711012,0
250250007014,250250711013,0
250250007014,250250810011,0
250250007014,250250909012,0
250250007031,250250004022,0
250250007031,250250005021,0
250250007031,250250006014,0
250250007031,250250007031,0
250250007031,250250007032,0
250250007031,250250007041,0
250250007031,250250007042,0
250250007031,250250007043,0
250250007031,250250007044,0
250250007031,250250101031,0
250250007031,250250101032,0
250250007031,250250101033,0
250250007031,250250101042,0
250250007031,250250101043,0
